Velocity, Acceleration, Altitude, Throttle, Pressure, Heating
7307.393612,392.0145583,1845.388305,1000,0,0
7310.50281,392.2901709,1846.004599,1000,0,0
7313.615575,392.5661713,1846.611121,1000,0,0
7316.795541,392.848205,1847.219996,1000,0,0
7319.979213,393.1306442,1847.818794,1000,0,0
7323.166587,393.4134898,1848.407561,1000,0,0
7326.35766,393.6967428,1848.986349,1000,0,0
7329.552426,393.9804039,1849.555205,1000,0,0
7332.750883,394.264474,1850.114177,1000,0,0
7335.953025,394.5489541,1850.663313,1000,0,0
7339.158848,394.833845,1851.202664,1000,0,0
7342.304122,395.1134376,1851.72178,1000,0,0
7345.517222,395.3991445,1852.241899,1000,0,0
7348.73399,395.685265,1852.752377,1000,0,0
7351.954423,395.9717999,1853.253265,1000,0,0
7355.178516,396.25875,1853.74461,1000,0,0
7358.406266,396.5461164,1854.226462,1000,0,0
7361.637668,396.8338998,1854.69887,1000,0,0
7364.872718,397.1221013,1855.161883,1000,0,0
7368.111412,397.4107216,1855.615552,1000,0,0
7371.353745,397.6997618,1856.059926,1000,0,0
7374.599715,397.9892228,1856.495053,1000,0,0
7377.784288,398.2733036,1856.912555,1000,0,0
7380.972345,398.5577903,1857.321271,1000,0,0
7384.294223,398.8543206,1857.737388,1000,0,0
7387.554621,399.1454652,1858.136206,1000,0,0
7390.818635,399.4370353,1858.526026,1000,0,0
7394.08626,399.7290316,1858.906897,1000,0,0
7397.357493,400.0214551,1859.278869,1000,0,0
7400.566797,400.3084455,1859.634815,1000,0,0
7403.779557,400.5958481,1859.98231,1000,0,0
7407.127118,400.89542,1860.335062,1000,0,0
7410.346921,401.1836663,1860.665454,1000,0,0
7413.635986,401.4782227,1860.994026,1000,0,0
7416.928634,401.7732121,1861.313998,1000,0,0
7420.092945,402.0568099,1861.613126,1000,0,0
7423.458635,402.3585717,1861.922366,1000,0,0
7426.563639,402.6370672,1862.199565,1000,0,0
7429.870296,402.9337626,1862.486309,1000,0,0
7433.180517,403.2308955,1862.764703,1000,0,0
7436.494298,403.528467,1863.034797,1000,0,0
7439.811635,403.826478,1863.296637,1000,0,0
7443.132525,404.1249295,1863.550277,1000,0,0
7446.323917,404.4118583,1863.786105,1000,0,0
7449.585165,404.7051853,1864.019145,1000,0,0
7452.916476,405.0049375,1864.248974,1000,0,0
7456.251323,405.3051341,1864.470804,1000,0,0
7459.589703,405.605776,1864.684685,1000,0,0
7462.998486,405.9128906,1864.89471,1000,0,0
7466.210104,406.2023648,1865.084923,1000,0,0
7469.491977,406.4982959,1865.271689,1000,0,0
7472.777229,406.7946585,1865.451018,1000,0,0
7476.133007,407.0975151,1865.62639,1000,0,0
7479.425074,407.3947524,1865.790839,1000,0,0
7482.720509,407.692424,1865.947995,1000,0,0
7485.951953,407.9844428,1866.094922,1000,0,0
7489.186621,408.2768803,1866.234943,1000,0,0
7492.559493,408.5819487,1866.373506,1000,0,0
7495.935857,408.8874734,1866.50468,1000,0,0
7499.315709,409.1934554,1866.628515,1000,0,0
7502.631344,409.4937623,1866.742803,1000,0,0
7505.814789,409.7822263,1866.845896,1000,0,0
7509.069138,410.0772476,1866.944628,1000,0,0
7512.462489,410.3850135,1867.040481,1000,0,0
7515.859311,410.6932417,1867.129251,1000,0,0
7519.12352,410.9895767,1867.207853,1000,0,0
7522.254716,411.273966,1867.277143,1000,0,0
7525.320676,411.5525539,1867.339246,1000,0,0
7528.525889,411.8439268,1867.398155,1000,0,0
7531.802448,412.1419253,1867.452084,1000,0,0
7535.013825,412.4341336,1867.498829,1000,0,0
7538.228247,412.7267566,1867.539621,1000,0,0
7541.5142,413.0260345,1867.575181,1000,0,0
7544.734768,413.3194983,1867.604074,1000,0,0
7547.958372,413.6133794,1867.627148,1000,0,0
7551.253694,413.9139449,1867.64475,1000,0,0
7554.483426,414.2086723,1867.656194,1000,0,0
7557.716184,414.5038196,1867.66195,1000,0,0
7560.883088,414.7930948,1867.662118,1000,0,0
7564.121827,415.089076,1867.656753,1000,0,0
7567.43259,415.3917908,1867.64554,1000,0,0
7570.401153,415.6633481,1867.630613,1000,0,0
7573.648745,415.9605729,1867.609061,1000,0,0
7576.830153,416.2518857,1867.582713,1000,0,0
7580.291472,416.5689932,1867.548232,1000,0,0
7583.201607,416.8357371,1867.5146,1000,0,0
7586.669178,417.1537351,1867.469051,1000,0,0
7590.209596,417.4785933,1867.416474,1000,0,0
7593.544975,417.7848048,1867.361396,1000,0,0
7597.022646,418.1042531,1867.29831,1000,0,0
7600.5037,418.4241902,1867.229447,1000,0,0
7603.918411,418.7382041,1867.156408,1000,0,0
7607.336364,419.0526896,1867.077923,1000,0,0
7610.82741,419.3740805,1866.992275,1000,0,0
7614.321825,419.6959647,1866.901062,1000,0,0
7617.749617,420.011891,1866.806329,1000,0,0
7621.250693,420.3347555,1866.704262,1000,0,0
7624.755128,420.6581167,1866.596795,1000,0,0
7628.262918,420.9819758,1866.483981,1000,0,0
7631.77406,421.3063339,1866.365873,1000,0,0
7635.288552,421.6311923,1866.242528,1000,0,0
7638.735999,421.9500399,1866.11662,1000,0,0
7642.257111,422.2758921,1865.983066,1000,0,0
7645.570001,422.5826524,1865.852899,1000,0,0
7648.74468,422.876777,1865.724111,1000,0,0
7652.063337,423.1844112,1865.585297,1000,0,0
7655.455641,423.4990532,1865.439042,1000,0,0
7658.780243,423.8075939,1865.291485,1000,0,0
7662.178612,424.1231636,1865.136398,1000,0,0
7665.650937,424.4457927,1864.973551,1000,0,0
7669.19741,424.7755125,1864.802718,1000,0,0
7672.676169,425.0991353,1864.630786,1000,0,0
7675.944837,425.4033936,1864.465359,1000,0,0
7679.074008,425.694831,1864.303523,1000,0,0
7682.490569,426.0132185,1864.123,1000,0,0
7685.981448,426.3387307,1863.93449,1000,0,0
7689.475494,426.6647407,1863.741762,1000,0,0
7692.687101,426.9645772,1863.561095,1000,0,0
7696.115756,427.2848676,1863.364559,1000,0,0
7699.547442,427.6056389,1863.164123,1000,0,0
7702.982158,427.9268922,1862.959835,1000,0,0
7706.34825,428.2419207,1862.756117,1000,0,0
7709.788953,428.5641312,1862.544352,1000,0,0
7713.232678,428.8868268,1862.328882,1000,0,0
7716.607583,429.2032708,1862.114363,1000,0,0
7719.98538,429.5201822,1861.896387,1000,0,0
7723.366066,429.8375619,1861.675002,1000,0,0
7726.749638,430.1554109,1861.450253,1000,0,0
7730.064011,430.4669528,1861.227075,1000,0,0
7733.381145,430.7789462,1861.000769,1000,0,0
7736.628835,431.0845951,1860.776393,1000,0,0
7739.879163,431.390678,1860.549104,1000,0,0
7743.132125,431.6971959,1860.318942,1000,0,0
7746.38772,432.0041497,1860.08595,1000,0,0
7749.573511,432.3047046,1859.855436,1000,0,0
7752.761815,432.6056781,1859.622297,1000,0,0
7755.880084,432.9002164,1859.391954,1000,0,0
7758.928147,433.1882924,1859.164617,1000,0,0
7761.978495,433.4767521,1858.93499,1000,0,0
7765.031125,433.7655962,1858.703111,1000,0,0
7768.158799,434.0617167,1858.463407,1000,0,0
7771.288862,434.3582417,1858.221407,1000,0,0
7774.348437,434.6482622,1857.982857,1000,0,0
7777.483217,434.9455894,1857.736438,1000,0,0
7780.620379,435.2433236,1857.48783,1000,0,0
7783.759923,435.5414658,1857.23708,1000,0,0
7786.974942,435.8469646,1856.978313,1000,0,0
7790.119298,436.1459347,1856.72333,1000,0,0
7793.339238,436.4522823,1856.460314,1000,0,0
7796.488399,436.7520837,1856.201249,1000,0,0
7799.933219,437.080245,1855.915845,1000,0,0
7803.527739,437.422896,1855.615856,1000,0,0
7807.052152,437.7590755,1855.319646,1000,0,0
7810.506251,438.0887524,1855.027437,1000,0,0
7813.885584,409.1839442,1854.739441,933.3333333,0,0
7814.879623,0,1854.456398,0,0,0
7814.913239,0,1854.173469,0,0,0
7814.946827,0,1853.890779,0,0,0
7814.980386,0,1853.60833,0,0,0
7815.013918,0,1853.326118,0,0,0
7815.047421,0,1853.044146,0,0,0
7815.079408,0,1852.774929,0,0,0
7815.112856,0,1852.493425,0,0,0
7815.146275,0,1852.212159,0,0,0
7815.178182,0,1851.943617,0,0,0
7815.211545,0,1851.66282,0,0,0
7815.24488,0,1851.382267,0,0,0
7815.277447,0,1851.10818,0,0,0
7815.310725,0,1850.828102,0,0,0
7815.343237,0,1850.554479,0,0,0
7815.374983,0,1850.287301,0,0,0
7815.408177,0,1850.007932,0,0,0
7815.440606,0,1849.735002,0,0,0
7815.47448,0,1849.449913,0,0,0
7815.50906,0,1849.158889,0,0,0
7815.543608,0,1848.868131,0,0,0
7815.575188,0,1848.602349,0,0,0
7815.610409,0,1848.305924,0,0,0
7815.644865,0,1848.015942,0,0,0
7815.679289,0,1847.726227,0,0,0
7815.713682,0,1847.436779,0,0,0
7815.748044,0,1847.147595,0,0,0
7815.782373,0,1846.858678,0,0,0
7815.817401,0,1846.563888,0,0,0
7815.851667,0,1846.27551,0,0,0
7815.885901,0,1845.987401,0,0,0
7815.920831,0,1845.693436,0,0,0
7815.955728,0,1845.399749,0,0,0
7815.989865,0,1845.112452,0,0,0
7816.024697,0,1844.819318,0,0,0
