Velocity, Acceleration, Altitude, Heating
101.0596855,10385.7754,583.4113451,0.146194565
100.4542041,10376.54905,573.3357839,0.144382266
99.85814549,10367.55004,563.3203626,0.142610491
99.27128174,10358.77371,553.3641401,0.140877978
98.70294921,10350.35685,543.6306122,0.139211447
98.13366854,10342.00939,533.7889106,0.137553243
97.57293463,10333.86861,524.0037768,0.135930773
97.02054094,10325.92888,514.2743607,0.134342932
96.48529193,10318.31374,504.7604819,0.132814303
95.96660709,10311.00762,495.4587616,0.131342281
95.4376698,10303.63083,485.8887345,0.129850564
94.91631308,10296.43273,476.3712889,0.128389495
94.4023588,10289.41047,466.9054473,0.126958174
93.89563424,10282.5564,457.4906858,0.125555702
93.39597155,10275.86511,448.1263083,0.12418123
92.90320798,10269.33173,438.8115974,0.122833939
92.41718657,10262.95364,429.5456631,0.121513057
91.93775453,10256.72378,420.3280507,0.120217812
91.48042784,10250.83784,411.4630349,0.118989423
91.01352704,10244.88671,402.3385077,0.117742495
90.57568263,10239.35965,393.7130913,0.116579744
90.12067619,10233.66909,384.6784263,0.11537814
89.67901137,10228.19697,375.8384924,0.114218307
89.23559128,10222.75605,366.8928637,0.113060342
88.79782785,10217.43513,357.9912951,0.111923495
88.36560131,10212.22999,349.1332824,0.110807197
87.93879537,10207.13706,340.3182815,0.109710902
87.51729773,10202.15543,331.5455342,0.108634098
87.10099931,10197.27971,322.8147205,0.107576264
86.6897938,10192.50654,314.1253481,0.10653691
86.28357793,10187.83335,305.4768714,0.105515564
85.88225197,10183.25914,296.8686201,0.104511779
85.48571873,10178.77893,288.3003258,0.103525102
85.10686992,10174.53469,280.0551911,0.102587173
84.72590751,10170.30358,271.7052042,0.101648686
84.34297137,10166.08779,263.2518176,0.100710052
83.96446951,10161.95595,254.8365708,0.099786919
83.59031704,10157.90585,246.4590105,0.098878913
83.22043159,10153.93679,238.1185602,0.097985678
82.8547334,10150.04594,229.8148647,0.097106861
82.52312164,10146.54527,222.2351748,0.09631365
82.19376233,10086.30847,213.9999971,0.095561029
81.92032461,10036.10548,205.7946895,0.095001936
81.69965122,9996.096117,197.8867316,0.094611291
81.50875351,9961.671293,189.7266837,0.094334723
81.34962857,9932.856219,181.5840676,0.09416614
78.10895707,12772.46488,173.605693,0.083688501
75.85257586,11531.96907,166.1751804,0.076928365
74.96794734,10350.79981,158.6500768,0.074546954
75.78643555,9538.340744,151.2674717,0.077297984
78.63985999,8987.652731,143.6192868,0.086688809
83.62041649,7935.963832,135.6641344,0.104633955
90.55580248,5431.866174,127.2281182,0.133439347
99.02275762,1738.610984,118.1069126,0.175260146
107.7055564,2396.512811,108.6246098,0.226574255
116.0662379,6884.006955,97.69785637,0.285060438
118.4643312,15595.48362,85.99539629,0.304837529
110.7752406,18278.10144,75.35628793,0.250550635
102.7621987,17991.7021,65.07753105,0.201024438
94.64035734,17859.9613,55.23270203,0.157784319
86.59351963,17813.80051,46.18624422,0.121396408
78.69934384,17816.2982,38.06903408,0.091491496
70.65572502,17845.28125,30.60817801,0.066449151
62.57642763,17890.43623,23.95174918,0.046311894
54.71970759,17944.79248,18.28630708,0.031052744
46.53396707,18009.46111,13.22701332,0.019145587
38.28134666,18081.22103,8.989350061,0.01068198
29.95536371,18159.24448,5.580491627,0.00512742
21.55084664,18243.10943,3.008092089,0.001912216
13.06572539,18332.65473,1.28077199,0.000426787
5.238411401,11055.31745,0.402574706,2.76E-05
0.007832242,9813.709718,0.329725338,3.17E-05
0.007832242,9813.709731,0.33040491,3.17E-05
0.007832241,9813.709745,0.33111922,3.17E-05
0.007832241,9813.709759,0.331799287,3.17E-05
0.007832242,9813.709772,0.33249043,3.17E-05
0.007832241,9813.709786,0.333206776,3.17E-05
